papel,cotacao,p_l,p_vp,psr,dividend_yield,p_ativo,p_cap_giro,p_ebit,p_ativo_circulante_liq,ev_ebit,ev_ebitda,margem_ebit,margem_liquida,liquidez_corrente,roic,roe,liquidez_2meses,patrimonio_liquido,div_bruta_patrimonio,crescimento_receita_5a,score
CVCB3,2.24,-15.41,2.27,0.816,0.0,0.315,-3.89,10.25,-1.11,11.68,3.95,7.96,5.29,0.88,4.17,14.72,46449500.0,519227000.0,1.09,35.6,36.67
VPTA3,5.0,-0.03,0.0,0.124,0.0,0.026,-0.01,-0.06,0.0,-6.82,-6.82,193.57,396.38,0.23,45.0,10.11,0.0,-867658000.0,-0.34,58.91,36.36
VPTA4,10.5,-0.07,-0.01,0.26,0.0,0.054,-0.02,-0.13,-0.01,-6.89,-6.89,193.57,396.38,0.23,45.0,10.11,0.0,-867658000.0,-0.34,58.91,36.3
ARLA3,2.47,-1.62,-0.45,1.562,0.0,0.323,-0.22,-4.92,-0.21,-16.06,-16.06,31.72,96.55,0.1,13.71,28.0,0.0,-24319000.0,-1.02,47.46,36.29
VAGV4,1.02,-0.04,-0.01,0.012,0.0,0.033,-0.07,-0.24,-0.01,-8.87,-8.87,5.08,29.29,0.52,15.14,20.73,0.0,-8194580000.0,-0.31,1.06,36.15
GNDI3,66.95,-3584.82,5.84,3.423,2.39,2.378,79.65,87.05,-6.21,91.13,50.88,3.93,0.09,1.17,3.09,0.16,0.0,7116080000.0,0.53,25.23,36.14
TEKA4,21.25,-0.06,0.0,0.033,0.0,0.009,0.0,0.67,0.0,38.92,30.57,4.95,52.8,0.05,2.13,7.76,0.0,-2202960000.0,-0.28,23.75,36.11
VAGV3,1.14,-0.05,-0.01,0.014,0.0,0.037,-0.08,-0.27,-0.01,-8.9,-8.9,5.08,29.29,0.52,15.14,20.73,0.0,-8194580000.0,-0.31,1.06,36.09
TEKA3,42.5,-0.13,-0.01,0.066,0.0,0.017,-0.01,1.33,-0.01,39.59,31.09,4.95,52.8,0.05,2.13,7.76,0.0,-2202960000.0,-0.28,23.75,35.99
ALPK3,3.43,-162.21,2.15,0.454,0.0,0.304,-2.59,1.85,-0.44,4.98,3.09,24.58,0.2,0.58,18.34,1.33,351984.0,346060000.0,4.14,29.05,35.9
TENE5,0.5,0.0,0.0,0.291,0.0,0.006,-0.02,-0.07,0.0,-0.07,-0.19,393.27,9639.9,0.0,8.44,13.7,0.0,-146393000.0,0.0,670.38,35.86
DJON4,0.18,-1.7,0.22,-0.956,0.0,0.166,-1.29,-1.42,-0.85,-1.98,-1.98,67.37,56.33,0.24,12.02,12.84,0.0,2702000.0,0.09,45.19,35.79
CFLU4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,10.72,1.1,17.68,32.15,0.0,60351000.0,0.06,8.14,35.13
GAFP4,0.05,-0.02,-0.01,0.155,0.0,0.006,-0.04,-0.2,0.0,-46.65,-46.65,77.57,981.28,0.51,3.21,38.79,0.0,-80712500.0,-1.43,58.09,35.13
GAFP3,0.12,-0.04,-0.01,0.372,0.0,0.015,-0.09,-0.48,-0.01,-46.92,-46.92,77.57,981.28,0.51,3.21,38.79,0.0,-80712500.0,-1.43,58.09,34.82
OSXB3,2.95,-0.01,0.0,0.134,0.0,0.007,-0.01,-0.12,0.0,-89.74,-108.45,111.41,2358.22,0.01,5.57,18.41,7982.31,-8625440000.0,-0.8,48.5,34.71
TDBH3,0.56,-15.81,1.08,0.769,0.0,0.688,-5.22,7.4,-4.8,8.91,8.91,10.38,4.86,0.63,10.48,6.85,0.0,554115000.0,0.27,35.74,34.54
CSAB4,48.97,93.81,1.78,0.5014529999999999,0.0,0.909,0.0,30.28,0.0,0.0,0.0,1656.27,534.53,0.0,0.0,1.89,0.0,211654000.0,0.0,17.83,34.53
FHER3,4.03,-0.23,-0.2,0.048,0.0,0.075,-0.53,-1.04,-0.11,-0.1,-0.13,4.61,20.93,0.83,39.69,87.44,93477.9,-1087650000.0,-0.02,12.42,34.28
AZEV4,0.76,-1.71,0.63,2.931,0.0,0.343,-2.2,-4.31,-1.05,-5.58,-8.62,68.03,171.21,0.44,8.73,36.63,4253230.0,718475000.0,0.2,54.37,34.24
IRBR3,46.45,-37.01,0.75,0.634,0.0,0.237,0.0,4.91,0.0,0.0,0.0,12.9,1.71,0.0,0.0,2.02,60948700.0,5087450000.0,0.0,0.0,34.23
FRTA3,1.31,-0.49,-0.04,0.357,0.0,0.088,-0.03,-0.68,-0.03,-17.74,-18.74,52.65,72.29,0.03,18.02,7.17,0.0,-75884000.0,-0.89,6.51,34.17
ARLA4,3.38,-2.21,-0.62,2.137,0.0,0.442,-0.31,-6.74,-0.29,-17.87,-17.87,31.72,96.55,0.1,13.71,28.0,0.0,-24319000.0,-1.02,47.46,34.12
RPAD3,4.2,-2.98,0.37,0.0,0.0,0.37,2.9,-184.86,3.07,-120.71,-120.71,0.0,0.0,31.58,0.23,12.57,311.0,949721000.0,0.0,0.0,33.43
RPAD6,4.2,-2.98,0.37,0.0,0.0,0.37,2.9,-184.86,3.07,-120.71,-120.71,0.0,0.0,31.58,0.23,12.57,1592.43,949721000.0,0.0,0.0,33.43
PLAS3,5.8,-0.52,-0.12,0.063,0.0,0.113,-0.23,-6.78,-0.07,-34.13,7.57,0.93,12.02,0.39,2.01,23.89,1894.71,-577159000.0,-0.54,27.04,33.27
GOLL4,1.3,-0.06,-0.02,0.027,0.0,0.023,-0.03,-1.03,-0.01,-38.71,12.65,2.66,42.3,0.25,2.78,30.63,11192300.0,-27683900000.0,-0.79,43.0,33.21
REPA3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,5.18,1.22,1.99,4.05,1.91,0.0,378378000.0,0.42,1.09,33.09
CAFE4,0.5,0.0,0.0,0.071,0.0,0.004,0.0,-0.13,0.0,-45.27,-53.49,53.07,2163.8,0.02,2.81,64.17,0.0,-377387000.0,-0.98,11.3,33.09
REPA4,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,5.18,1.22,1.99,4.05,1.91,0.0,378378000.0,0.42,1.09,33.09
IGBR3,175.99,0.56,-0.34,30.247,0.0,1.035,-0.99,-3.7,-0.29,-7.85,-8.21,817.12,5379.32,0.33,57.99,60.1,10393.3,-650957000.0,-0.54,13.97,33.0
BDLL4,8.03,-0.48,-0.06,0.306,0.0,0.024,-0.05,-1.04,-0.02,-14.72,-17.56,29.55,63.99,0.46,2.51,11.51,2180.81,-233585000.0,-0.8,21.89,32.97
BDLL3,8.6,-0.51,-0.06,0.328,0.0,0.026,-0.05,-1.11,-0.03,-14.79,-17.64,29.55,63.99,0.46,2.51,11.51,2705.93,-233585000.0,-0.8,21.89,32.97
WISA3,0.2,-0.28,-0.01,0.175,0.0,0.023,-0.05,-0.25,-0.01,-19.21,-19.21,71.41,62.75,0.18,9.78,2.39,0.0,-205386000.0,-0.52,48.66,32.55
WISA4,0.25,-0.35,-0.01,0.219,0.0,0.029,-0.06,-0.31,-0.01,-19.27,-19.27,71.41,62.75,0.18,9.78,2.39,0.0,-205386000.0,-0.52,48.66,32.48
POPR4,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66,5.65,1.08,15.25,19.93,0.0,545803000.0,0.82,30.93,32.47
BUET4,18.49,-4.04,-0.72,1.451,0.0,0.423,-0.5,-9.72,-0.29,-19.18,-30.83,14.93,35.93,0.11,5.95,17.79,0.0,-124674000.0,-0.7,4.55,32.3
REEM4,4.63,-0.48,-0.08,0.197,0.0,0.137,-0.14,-4.33,-0.07,-3.84,-6.01,4.54,40.65,0.45,4.61,15.78,0.0,-372708000.0,0.0,13.59,31.72
NORD3,5.42,0.87,-0.29,13.991,0.0,1.854,-0.29,-42.93,-0.25,-88.3,-88.3,32.59,1613.8,0.01,4.35,33.44,2009.79,-123781000.0,-0.31,12.96,31.67
MNSA4,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.15,362.66,3.63,13.5,145.7,0.0,-9105000.0,-6.52,41.11,31.25
MNSA3,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.15,362.66,3.63,13.5,145.7,0.0,-9105000.0,-6.52,41.11,31.25
INEP4,1.65,-0.32,-0.05,16.72,0.0,0.079,-0.06,-1.02,-0.03,-13.8,-15.18,1647.02,5378.76,0.08,8.31,16.06,147748.0,-1448530000.0,-0.64,21.64,30.71
ECPR4,90.74,-9.92,1.22,0.0,0.0,0.624,175.57,-82.97,-1.29,-82.6,-82.72,0.0,0.0,2.97,0.75,12.28,0.0,141476000.0,0.0,0.0,30.59
ECPR3,90.25,-9.87,1.21,0.0,0.0,0.621,174.62,-82.52,-1.29,-82.15,-82.27,0.0,0.0,2.97,0.75,12.28,0.0,141476000.0,0.0,0.0,30.59
INEP3,2.28,-0.44,-0.07,23.104,0.0,0.109,-0.09,-1.4,-0.04,-14.19,-15.61,1647.02,5378.76,0.08,8.31,16.06,167095.0,-1448530000.0,-0.64,21.64,30.37
PTBL3,5.0,-6.18,2.23,0.285,0.0,0.195,-3.54,8.96,-0.36,21.77,6.38,3.18,4.61,0.87,3.15,36.12,1564340.0,315773000.0,4.5,12.01,30.24
DOCA4,5.0,-0.18,-0.01,-1.393,0.0,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,1165.92,636.17,0.61,12.48,8.24,0.0,-390317000.0,-0.82,38.8,30.04
BUET3,24.99,-5.46,-0.97,1.961,0.0,0.572,-0.67,-13.13,-0.39,-22.6,-36.32,14.93,35.93,0.11,5.95,17.79,0.0,-124674000.0,-0.7,4.55,29.77
VVAX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,-4.44,7.36,37.76,2.19,6.52,92.03,0.0,144676000.0,1.55,0.0,29.44
VVAX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,-4.44,7.36,37.76,2.19,6.52,92.03,0.0,144676000.0,1.55,0.0,29.44
CEEB5,37.0,5.52,1.23,0.58,4.52,0.31,-8.11,2.29,-0.55,5.77,4.67,25.28,10.51,0.83,14.5,22.35,88.1,7858000000.0,1.97,7.28,29.36
CEEB3,37.0,5.52,1.23,0.58,4.52,0.31,-8.11,2.29,-0.55,5.77,4.67,25.28,10.51,0.83,14.5,22.35,12582.0,7858000000.0,1.97,7.28,29.36
TXRX4,1.9,-0.18,-0.02,0.069,0.0,0.048,-0.05,-1.65,-0.02,-67.64,-1222.06,4.16,37.23,0.27,3.06,12.15,4385.93,-360582000.0,-0.9,0.52,29.14
DOCA3,11.0,-0.4,-0.03,-3.064,0.0,0.03,-0.32,-0.26,-0.02,-6.86,-6.76,1165.92,636.17,0.61,12.48,8.24,0.0,-390317000.0,-0.82,38.8,28.97
DUQE3,28.0,-1.58,-11.29,12.103,0.0,0.428,-0.74,-1.65,-0.57,-2.7,-2.98,732.92,767.6,0.33,28.21,715.74,0.0,-6987000.0,-7.19,42.7,28.77
BBSE3,38.1,8.81,6.53,0.0,9.72,4.114,0.0,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13,204684000.0,11662000000.0,0.0,0.0,28.71
ADHM3,1.56,-4.09,-1.29,0.7709239999999999,0.0,0.10512600000000001,-1.43,-5.69,-1.27,-5.69,-5.81,13548.5,18860.6,0.0,521.7,31.47,2064.0,-19776000.0,0.0,43.48,28.56
PETR4,31.4,8.41,1.02,0.816,18.29,0.353,-8.26,1.92,-0.65,3.48,2.61,42.37,9.78,0.72,19.61,12.16,1488160000.0,395841000000.0,0.94,11.51,28.52
CGOS3,26.2,-4.85,1.89,0.509,0.0,0.167,-0.83,-256.6,-0.25,-570.29,-570.29,0.2,10.48,0.54,0.08,39.02,0.0,453387000.0,2.48,8.97,28.46
TENE7,9.8,-0.06,-0.01,5.701,0.0,0.119,-0.48,-1.45,-0.01,-1.45,-3.73,393.27,9639.9,0.0,8.44,13.7,0.0,-146393000.0,0.0,670.38,28.38
IMBI4,3.5,-32.43,1.96,1.8576,0.0,0.362,-1.54,-67.85,-0.26,-75.44,-77.41,2737.88,13821.2,0.05,0.54,6.05,0.0,62544000.0,0.22,57.16,28.27
TXRX3,8.5,-0.83,-0.1,0.308,0.0,0.214,-0.21,-7.39,-0.08,-73.38,-1325.78,4.16,37.23,0.27,3.06,12.15,101.19,-360582000.0,-0.9,0.52,28.14
AGEI3,7.8,0.0,1.25,0.0,0.0,0.47,1.39,0.0,-12.59,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,1878210000.0,1.01,0.0,28.09
TDBH4,0.66,-18.63,1.28,0.906,0.0,0.811,-6.15,8.73,-5.66,10.23,10.23,10.38,4.86,0.63,10.48,6.85,0.0,554115000.0,0.27,35.74,27.86
TLCP4,34.11,-3.57,1.25,0.586,0.0,0.379,-1.96,-18.91,-0.95,-36.16,-36.16,3.1,16.4,0.61,2.52,35.04,0.0,262979000.0,1.21,9.09,27.64
PMET6,0.2,-1.21,-0.05,1.39,0.0,9.307,-0.07,27.69,-0.05,441.57,441.57,5.02,114.49,0.01,38.97,4.1,0.0,-290863000.0,-0.74,37.74,27.17
VTLM3,0.79,-2.07,-0.65,0.390404,0.0,53.237,-0.72,-2.88,-0.64,-2.88,-2.94,13548.5,18860.6,0.0,521.7,31.47,0.0,-19776000.0,0.0,43.48,26.93
MMXM3,14.0,-2.17,-0.11,0.0,0.0,0.71,-0.1,4.7,-0.09,18.64,18.64,0.0,0.0,0.01,25.93,4.97,0.0,-842661000.0,-0.32,28.51,26.27
SDIA4,6.42,-1.59,9.41,0.397,0.0,0.418,-3.29,9.53,-0.83,23.15,23.15,4.16,25.09,0.78,5.89,590.66,0.0,459230000.0,17.27,13.42,26.26
SDIA3,6.42,-1.59,9.41,0.397,0.0,0.418,-3.29,9.53,-0.83,23.15,23.15,4.16,25.09,0.78,5.89,590.66,0.0,459230000.0,17.27,13.42,26.26
SJOS4,0.09,-0.13,-0.01,0.681,0.0,0.4,-0.01,-8.32,-0.01,-175.13,-175.13,8.18,530.03,0.01,0.36,5.04,0.0,-187830000.0,-0.13,42.69,26.17
LECO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,2.14,4.72,0.82,3.48,14.82,0.0,105928000.0,0.2,3.58,25.25
INHA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.95,-7.52,19.66,4.0,1.67,4.16,1.97,0.0,1995250000.0,0.75,2.42,25.09
PETR3,33.48,8.97,1.09,0.87,17.16,0.376,-8.81,2.05,-0.69,3.6,2.71,42.37,9.78,0.72,19.61,12.16,421939000.0,395841000000.0,0.94,11.51,25.08
SANB3,14.22,7.7,1.18,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,1314110.0,90014800000.0,0.0,8.01,25.0
BAZA3,79.85,3.95,0.69,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33,280344.0,6531090000.0,0.0,13.86,25.0
BGIP3,32.0,4.26,0.77,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.11,1965.86,810042000.0,0.0,2.15,25.0
FCAP4,0.7,0.58,0.13,0.0,0.0,0.1,0.0,-6.98,0.0,-16.07,-16.07,0.0,0.0,0.0,0.0,21.83,0.0,107134000.0,0.0,0.0,25.0
SANB4,15.69,8.5,1.31,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,1494500.0,90014800000.0,0.0,8.01,25.0
FCAP3,0.62,0.52,0.11,0.0,0.0,0.089,0.0,-6.18,0.0,-15.27,-15.27,0.0,0.0,0.0,0.0,21.83,0.0,107134000.0,0.0,0.0,25.0
PINE4,5.3,4.47,1.07,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92,1454100.0,1123630000.0,0.0,49.67,25.0
BGIP4,29.89,3.98,0.72,0.0,13.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.11,59887.5,810042000.0,0.0,2.15,25.0
ABCB4,21.41,5.38,0.81,0.0,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.05,10624500.0,6472310000.0,0.0,30.58,25.0
BBAS3,24.42,4.21,0.8,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,689852000.0,174643000000.0,0.0,15.53,25.0
BEES4,8.79,7.08,1.18,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65,35647.9,2357210000.0,0.0,11.63,25.0
RDTR3,6.3,8.11,1.37,0.0,0.0,1.32,0.0,-1919.75,0.0,-1897.05,-219.41,0.0,0.0,0.0,0.0,16.95,0.0,497092000.0,0.0,0.0,25.0
BEES3,8.77,7.06,1.18,0.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65,121408.0,2357210000.0,0.0,11.63,25.0
SANB11,29.93,8.1,1.25,0.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,72242600.0,90014800000.0,0.0,8.01,25.0
BNBR3,99.45,4.5,0.7,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.47,14213.9,14115100000.0,0.0,10.33,25.0
ESTR4,4.45,-1.36,-0.06,0.219,0.0,0.109,-0.05,-5.36,-0.05,-20.73,-28.31,4.09,16.17,0.14,2.18,4.63,941.6,-573005000.0,-0.18,0.94,24.87
ESTR3,5.0,-1.52,-0.07,0.247,0.0,0.123,-0.05,-6.02,-0.05,-21.4,-29.21,4.09,16.17,0.14,2.18,4.63,11.9,-573005000.0,-0.18,0.94,24.87
BCAL6,0.28,-1.7,-0.07,1.946,0.0,13.03,-0.09,38.77,-0.07,452.65,452.65,5.02,114.49,0.01,38.97,4.1,0.0,-290863000.0,-0.74,37.74,24.55
BERG3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.49,-10.49,8.6,32.6,0.46,5.58,102.71,0.0,9538000.0,2.86,8.0,24.37
BMEB3,32.2,4.08,1.78,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67,21897.2,1894930000.0,0.0,22.78,24.02
BBDC3,13.53,6.93,0.87,0.0,9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,98637300.0,164193000000.0,0.0,4.48,24.0
BBDC4,15.64,8.01,1.01,0.0,8.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,558904000.0,164193000000.0,0.0,4.48,24.0
ITUB3,33.3,9.12,1.85,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33,20105900.0,193682000000.0,0.0,79.8,23.82
FBMC3,80.0,-3.78,-0.92,3.858,0.0,1.384,-1.79,-2.85,-0.64,-3.31,-3.69,135.59,101.97,0.31,64.7,24.19,0.0,-63552000.0,-0.15,31.66,23.78
BMGB4,3.75,4.97,0.6,0.0,10.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,2100070.0,3648070000.0,0.0,4.45,23.78
ARPS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,4.92,11.59,0.91,6.64,20.34,0.0,-12690000.0,-1.24,17.53,23.52
ARPS3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,4.92,11.59,0.91,6.64,20.34,0.0,-12690000.0,-1.24,17.53,23.52
ITUB4,37.72,10.33,2.1,0.0,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33,904603000.0,193682000000.0,0.0,79.8,23.21
BPAC5,8.8,8.28,1.69,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,64358.1,59778600000.0,0.0,31.59,23.13
BMEB4,39.47,5.0,2.18,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67,518339.0,1894930000.0,0.0,22.78,23.05
AVLL3,2.31,-38.51,-5.19,0.649,0.0,0.325,-5.1,2.36,-0.5,4.64,4.6,27.52,1.39,0.86,17.59,13.47,29075.1,-86998000.0,-7.67,33.53,22.81
BRSR3,12.67,5.34,0.5,0.0,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,67712.1,10409200000.0,0.0,4.7,22.63
BRSR5,16.5,6.96,0.65,0.0,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,3906.29,10409200000.0,0.0,4.7,22.63
BRSR6,12.22,5.15,0.48,0.0,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,14860100.0,10409200000.0,0.0,4.7,22.63
SGEN4,0.6,0.0,0.09,71.251,0.0,0.059,-1.0,-3.81,-0.24,-4.5,-4.5,1871.17,0.0,0.65,1.59,0.0,0.0,156981000.0,0.02,59.85,22.58
OSAO4,8.98,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-27.36,6.07,0.93,12.02,0.39,2.01,23.89,0.0,-577159000.0,-0.54,27.04,22.21
GALO4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.98,184.58,0.0,39.37,7.62,0.0,-60607000.0,0.0,28.97,21.93
GALO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.98,184.58,0.0,39.37,7.62,0.0,-60607000.0,0.0,28.97,21.93
TLCP3,48.0,-5.02,1.76,0.824,0.0,0.533,-2.76,-26.61,-1.33,-43.86,-43.86,3.1,16.4,0.61,2.52,35.04,0.0,262979000.0,1.21,9.09,21.71
BMIN4,16.5,9.6,0.57,0.0,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,4413.83,139754000.0,0.0,17.38,21.22
BPAN4,8.57,13.89,1.44,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,9592530.0,7575030000.0,0.0,3.87,21.21
IMBI3,5.01,-46.42,2.81,2.65902,0.0,0.518,-2.21,-97.12,-0.37,-104.72,-107.45,2737.88,13821.2,0.05,0.54,6.05,0.0,62544000.0,0.22,57.16,21.12
OMGE3,27.57,0.0,1090.26,0.0,0.0,0.374866,2884.43,0.0,-991.92,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,5064430.0,1.39,25.75,21.01
BLUT4,1.52,-1.66,0.14,0.0,0.0,0.041,-0.22,-12.69,-0.06,-23.74,-23.74,0.0,0.0,0.0,0.33,8.24,10453.2,56569000.0,0.12,0.0,21.01
MERC4,9.5,12.92,0.67,0.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,754.29,581333000.0,0.0,11.17,20.91
CPFP4,44.0,4.66,3.01,0.396,0.0,0.294,-8.02,2.07,-0.46,5.21,4.54,19.11,8.51,0.88,16.13,64.6,0.0,776756000.0,4.95,6.86,19.79
BMTO4,7.57,17.27,2.07,0.0,0.0,2.03,0.0,-2625.16,0.0,-2624.05,-1477.48,0.0,0.0,0.0,0.0,12.0,0.0,1046320000.0,0.0,0.0,19.58
BSLI3,7.8,19.38,1.03,0.0,48.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,253110.0,3687330000.0,0.0,10.65,19.55
BPAC11,39.69,12.45,2.55,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,308151000.0,59778600000.0,0.0,31.59,19.55
PMET5,0.65,-3.95,-0.16,4.518,0.0,30.248,-0.22,89.99,-0.16,503.88,503.88,5.02,114.49,0.01,38.97,4.1,0.0,-290863000.0,-0.74,37.74,19.45
CTPC4,6.5,2.48,0.03,0.0,0.0,0.003,0.0,-0.55,0.0,-2.44,-2.44,0.0,0.0,0.0,0.0,1.41,0.0,2411000.0,0.0,6.1,19.34
BSLI4,8.24,20.47,1.09,0.0,50.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,317916.0,3687330000.0,0.0,10.65,19.29
BMTO3,7.82,17.84,2.14,0.0,0.0,2.097,0.0,-2711.85,0.0,-2710.74,-1526.3,0.0,0.0,0.0,0.0,12.0,0.0,1046320000.0,0.0,0.0,19.11
BPIA3,6.1,5.64,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84,0.0,77395000.0,0.0,13.41,18.75
TIMS3,19.3,-89.95,0.0,-7.665,8.54,0.0,0.0,-38.04,0.0,-38.04,-15.66,20.15,8.52,0.0,0.0,0.0,132274000.0,0.0,0.0,12.73,18.75
DAYC4,8.9,4.12,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33,0.0,3009030000.0,0.0,8.15,18.75
BPAR3,182.07,4.71,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47,0.0,2106280000.0,0.0,9.94,18.75
BNBR4,27.01,1.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.47,0.0,14115100000.0,0.0,10.33,18.75
PINE3,5.0,4.21,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92,56023.1,1123630000.0,0.0,49.67,18.75
ECOR3,6.44,5.47,1.25,0.441,0.0,0.138,-8.68,1.23,-0.19,6.48,5.01,35.81,7.99,0.9,12.91,22.93,33756600.0,3574010000.0,6.44,28.67,18.74
LFFE3,3.11,-3.92,3.26,0.0,0.0,2.877,0.0,-21.18,0.0,-17.8,8.39,0.0,0.0,0.0,0.0,83.1,0.0,51892000.0,0.0,0.0,18.34
BMEF3,11.0,0.0,4.16,0.0,0.0,3.482,10.24,0.0,11.3,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,2674780000.0,0.0,0.0,18.28
BMIN3,19.5,11.34,0.67,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,564.98,139754000.0,0.0,17.38,17.8
PRTX3,2.77,-32.27,-145.32,0.297651,0.0,1.4,-2.57,-97.11,-1.43,-128.99,37.19,306.5,922.47,0.05,1.5,450.37,0.0,-18917000.0,-49.85,307.96,17.68
BLUT3,5.14,-5.63,0.46,0.0,0.0,0.138,-0.76,-42.93,-0.2,-53.97,-53.97,0.0,0.0,0.0,0.33,8.24,3091.81,56569000.0,0.12,0.0,17.64
BMGB11,33.6,11.12,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,0.0,3648070000.0,0.0,4.45,17.53
BOVH3,15.71,0.0,6.16,0.0,0.0,4.874,6.9,0.0,6.91,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,1843320000.0,0.0,0.0,17.3
RNEW4,0.84,-5.55,0.82,2.079,0.0,0.198,-4.19,-8.42,-0.31,-22.42,53.33,24.7,37.47,0.72,2.49,14.86,148740.0,758413000.0,1.51,39.36,17.08
